"ID","Number","Flex_LL","Flex_UL","SW_LL","SW_UL","SW_Wt_LL","SW_Wt_UL","SW_Meas_Type","Freq_LL","Freq_UL","Freq_Std","Freq_BSL","Freq_Wt"
1065,P7WS60A,109.0,121.0,0.0,0.001,72.0,78.0,Inch Grams,252.0,258.0,80,158.75,201
1066,ASP7WR60APVA,,,0.0,0.001,71.0,79.0,Inch Grams,,,80,,
1067,P7WR60A,118.0,130.0,0.0,0.001,69.0,75.0,Inch Grams,237.0,243.0,80,158.75,201
1068,ASP8WS60AZMA,,,0.0,0.001,85.0,93.0,Inch Grams,,,80,,
1069,P8WS60A,,,0.0,0.001,85.0,93.0,Inch Grams,,,80,,
1070,ASP8WX 60AZMA,,,0.0,0.001,85.0,93.0,Inch Grams,,,80,,
1071,P8WX 60A,,,0.0,0.001,85.0,93.0,Inch Grams,,,80,,
1072,ASN9WX60AZMA,,,0.0,0.001,95.0,103.0,Inch Grams,,,80,,
1073,N9WX60A,,,0.0,0.001,95.0,103.0,Inch Grams,,,80,,
1074,ASB8IR20AZMA,49.0,59.0,0.0,0.001,76.0,84.0,Inch Grams,257.0,263.0,80,158.75,235
1075,B8IR20A,49.0,59.0,0.0,0.001,74.0,80.0,Inch Grams,257.0,263.0,80,158.75,235
1076,ASB8IR20BZMA,49.0,59.0,0.0,0.001,76.0,84.0,Inch Grams,257.0,263.0,80,158.75,235
1077,B8IR20B,49.0,59.0,0.0,0.001,74.0,80.0,Inch Grams,257.0,263.0,80,158.75,235
1078,ASG1WX60AZLA,94.0,104.0,0.0,0.001,101.0,109.0,Inch Grams,,,80,,
1079,G1WX60A,,,0.0,0.001,101.0,109.0,Inch Grams,,,80,,
1081,G1WX60B,,,0.0,0.001,101.0,109.0,Inch Grams,,,80,,
1082,ASG6WS60AZLA,100.0,110.0,0.0,0.001,64.0,72.0,Inch Grams,257.0,263.0,80,158.75,201
1083,G6WS60A,100.0,110.0,0.0,0.001,62.0,68.0,Inch Grams,257.0,263.0,80,158.75,201
1084,ASG6WX60AZLA,91.0,101.0,0.0,0.001,65.0,73.0,Inch Grams,272.0,278.0,80,158.75,201
1085,G6WX60A,91.0,101.0,0.0,0.001,63.0,69.0,Inch Grams,272.0,278.0,80,158.75,201
1087,G6WS60B,101.0,111.0,0.0,0.001,63.0,69.0,Inch Grams,257.0,263.0,80,158.75,201
1089,G6WX60B,,,0.0,0.001,65.0,73.0,Inch Grams,,,80,,
1090,KMK3WL60ACZB,,,22.95,23.65,49.5,55.5,Center of Gravity,,,80,,
1091,K3WL60A,,,0.0,0.001,47.5,53.5,Inch Grams,,,80,,
1092,CWC9IR80ANDA,,,6.1,8.1,71.0,77.0,Swing Weight Points,,,80,,
1093,C9IR80A,,,6.1,8.1,71.0,77.0,Swing Weight Points,,,80,,
1094,CWC9IF70ANDA,,,6.0,8.0,81.0,87.0,Swing Weight Points,,,80,,
1095,C9IF70A,,,6.0,8.0,81.0,87.0,Swing Weight Points,,,80,,
1096,CWC9IUL65AZCA,,,3.1,5.1,40.0,46.0,Swing Weight Points,,,80,,
1098,ASP6WR60AZMA,121.0,133.0,0.0,0.001,64.0,72.0,Inch Grams,237.0,243.0,80,158.75,201
1099,P6WR60A,121.0,133.0,0.0,0.001,62.0,68.0,Inch Grams,237.0,243.0,80,158.75,201
1100,ASP5WL60APVA,138.0,150.0,0.0,0.001,53.0,62.0,Inch Grams,212.0,218.0,80,158.75,201
1101,P5WL60A,138.0,150.0,0.0,0.001,51.0,57.0,Inch Grams,212.0,218.0,80,158.75,201
1102,CWC9IR75ANDA,,,5.6,7.6,72.0,78.0,Swing Weight Points,,,80,,
1103,C9IR75A,,,5.6,7.6,72.0,78.0,Swing Weight Points,,,80,,
1104,CWU5WUL50AYEA,,,9.1,11.1,54.0,60.0,Swing Weight Points,,,80,,
1105,U5WUL50A,134.0,148.0,9.1,11.1,54.0,60.0,Swing Weight Points,,,80,,
1106,CWX4IR90AF5A,41.0,55.0,7.4,9.4,73.0,79.0,Swing Weight Points,295.0,305.0,80,186.69,263
1107,X4IR90A,41.0,55.0,7.4,9.4,71.0,77.0,Swing Weight Points,295.0,305.0,80,186.69,263
1108,CWX4IR80AF5A,40.0,54.0,6.4,8.4,71.0,77.0,Swing Weight Points,,,80,,
1109,X4IR80A,40.0,54.0,6.4,8.4,69.0,75.0,Swing Weight Points,304.0,314.0,80,186.69,278
1110,CWC9IF75ANDA,,,6.4,8.4,82.0,88.0,Swing Weight Points,,,80,,
1111,C9IF75A,,,6.4,8.4,82.0,88.0,Swing Weight Points,,,80,,
1112,CWX4IR72AQWA,,,5.7,7.7,69.5,75.5,Swing Weight Points,,,80,,
1113,X4IR72A,,,0.0,0.001,67.5,73.5,Inch Grams,,,80,,
1114,CWC9IF85ANDA,,,7.3,9.3,83.0,89.0,Swing Weight Points,,,80,,
1115,C9IF85A,,,7.3,9.3,83.0,89.0,Swing Weight Points,,,80,,
1116,ASB1IX20AZMA,45.0,51.0,0.0,0.001,100.0,108.0,Inch Grams,,,80,,
1117,B1IX20A,,,0.0,0.001,100.0,108.0,Inch Grams,,,80,,
1118,ASB1IX20BZMA,44.0,50.0,0.0,0.001,100.0,108.0,Inch Grams,,,80,,
1119,B1IX20B,,,0.0,0.001,100.0,108.0,Inch Grams,,,80,,
1120,CWS3WR50AURA,100.0,114.0,11.9,13.9,73.0,79.0,Swing Weight Points,,,80,,
1122,ASP5WR60APVA,118.0,130.0,0.0,0.001,55.0,63.0,Inch Grams,,,80,,
1123,P5WR60A,118.0,130.0,0.0,0.001,53.0,59.0,Inch Grams,237.0,243.0,80,158.75,201
1124,CWX4IS75AF5A,36.0,50.0,7.2,8.2,81.0,87.0,Swing Weight Points,,,80,,
1125,X4IS75A,,,0.0,0.001,79.0,85.0,Inch Grams,,,80,,
1126,CWX4IS85AXLA,38.0,52.0,7.6,9.6,83.0,89.0,Swing Weight Points,,,80,,
1127,X4IS85A,,,0.0,0.001,81.0,87.0,Inch Grams,,,80,,
1128,CWM9IF95AQTA,,,7.4,9.4,74.0,80.0,Swing Weight Points,,,80,,
1129,M9IF95A,,,7.4,9.4,74.0,80.0,Swing Weight Points,,,80,,
1130,CWM9IR80AQTA,,,6.1,8.1,71.0,77.0,Swing Weight Points,,,80,,
1131,M9IR80A,,,6.1,8.1,71.0,77.0,Swing Weight Points,,,80,,
1132,KMFTIS55ANUA,,,16.8,17.55,79.5,85.5,Center of Gravity,,,80,,
1133,FTIS55A,,,0.0,0.001,77.5,83.5,Inch Grams,,,80,,
1134,KMFTIS60ANUA,,,17.25,17.95,77.5,83.5,Center of Gravity,,,80,,
1135,FTIS60A,,,0.0,0.001,75.5,81.5,Inch Grams,,,80,,
1136,KMFTIS65ANUA,,,17.45,18.15,81.0,87.0,Center of Gravity,,,80,,
1137,FTIS65A,,,0.0,0.001,79.0,85.0,Inch Grams,,,80,,
1138,KMFTIS70ANUA,,,17.65,18.35,82.5,88.5,Center of Gravity,,,80,,
1139,FTIS70A,,,0.0,0.001,80.5,86.5,Inch Grams,,,80,,
1140,KMFTIS75ANUA,,,18.05,18.75,84.0,90.0,Center of Gravity,,,80,,
1141,FTIS75A,,,0.0,0.001,82.0,88.0,Inch Grams,,,80,,
1142,KMFTIS80ANUA,,,18.25,18.95,85.0,91.0,Center of Gravity,,,80,,
1143,FTIS80A,,,0.0,0.001,83.0,89.0,Inch Grams,,,80,,
1144,KMFTIS85ANUA,,,18.65,19.35,85.0,91.0,Center of Gravity,,,80,,
1145,FTIS85A,,,0.0,0.001,83.0,89.0,Inch Grams,,,80,,
1146,KMFTIS90ANUA,,,18.85,19.55,87.5,93.5,Center of Gravity,,,80,,
1147,FTIS90A,,,0.0,0.001,85.5,91.5,Inch Grams,,,80,,
1148,KMFTIS95ANUA,,,19.15,19.85,88.0,94.0,Center of Gravity,,,80,,
1149,FTIS95A,,,0.0,0.001,86.0,92.0,Inch Grams,,,80,,
1150,KMFTIR55ANUA,,,17.05,17.75,72.0,78.0,Center of Gravity,,,80,,
1151,FTIR55A,,,0.0,0.001,70.0,76.0,Inch Grams,,,80,,
1152,KMFTIR60ANUA,,,17.25,17.95,71.0,77.0,Center of Gravity,,,80,,
1153,FTIR60A,,,0.0,0.001,69.0,75.0,Inch Grams,,,80,,
1154,KMFTIR65ANUA,,,17.45,18.15,72.0,78.0,Center of Gravity,,,80,,
1155,FTIR65A,,,0.0,0.001,70.0,76.0,Inch Grams,,,80,,
1156,KMFTIR70ANUA,,,17.75,18.45,75.5,81.5,Center of Gravity,,,80,,
1157,FTIR70A,,,0.0,0.001,73.5,79.5,Inch Grams,,,80,,
1158,KMFTIR75ANUA,,,17.95,18.65,75.5,81.5,Center of Gravity,,,80,,
1159,FTIR75A,,,0.0,0.001,73.5,79.5,Inch Grams,,,80,,
1160,KMFTIR80ANUA,,,18.25,18.95,76.5,82.5,Center of Gravity,,,80,,
1161,FTIR80A,,,0.0,0.001,77.5,80.5,Inch Grams,,,80,,
1162,KMFTIR85ANUA,,,18.45,19.15,78.0,84.0,Center of Gravity,,,80,,
1163,FTIR85A,,,0.0,0.001,76.0,82.0,Inch Grams,,,80,,
1164,KMFTIR90ANUA,,,18.75,19.45,77.0,83.0,Center of Gravity,,,80,,
1165,FTIR90A,,,0.0,0.001,75.0,81.0,Inch Grams,,,80,,
1166,AS6VWS60ANVA,85.0,93.0,0.0,0.001,59.0,67.0,Inch Grams,,,80,,
1167,"6VWS60A",,,0.0,0.001,59.0,67.0,Inch Grams,,,80,,
1168,KMFTIR95ANUA,,,19.15,19.85,77.0,83.0,Center of Gravity,,,80,,
1169,FTIR95A,,,0.0,0.001,75.0,81.0,Inch Grams,,,80,,
1170,CWM9IF90AQTA,,,6.9,8.9,73.0,79.0,Swing Weight Points,,,80,,
1171,M9IF90A,,,6.9,8.9,73.0,79.0,Swing Weight Points,,,80,,
1172,KMF3WL45BAKA,,,22.225,22.975,47.8,53.8,Center of Gravity,205.0,215.0,80,158.75,201
1173,F3WL45B,,,22.225,22.975,45.8,51.8,Center of Gravity,205.0,215.0,80,158.75,201
1174,KMF3WS60AXRA,,,20.65,21.35,83.0,89.0,Center of Gravity,,,80,,
1175,F3WS60A,,,0.0,0.001,81.0,87.0,Inch Grams,,,80,,
1176,KMK3WX60ACZB,,,21.45,22.15,64.4,70.4,Center of Gravity,,,80,,
1177,K3WX60A,,,0.0,0.001,62.4,68.4,Inch Grams,,,80,,
1178,KMK3IL00ACZA,,,21.85,22.55,66.3,72.3,Center of Gravity,,,80,,
1179,K3IL00A,,,0.0,0.001,64.3,70.3,Inch Grams,,,80,,
1180,KMK3IA00ACZA,,,21.85,22.55,68.8,74.8,Center of Gravity,,,80,,
1181,K3IA00A,,,0.0,0.001,66.8,72.8,Inch Grams,,,80,,
1182,KMK3IS00ACZA,,,20.25,20.95,91.6,97.6,Center of Gravity,,,80,,
1183,K3IS00A,,,0.0,0.001,89.6,95.6,Inch Grams,,,80,,
1184,KMK3IX00AKHB,,,20.15,20.85,90.1,96.1,Center of Gravity,,,80,,
1185,K3IX00A,,,0.0,0.001,88.1,94.1,Inch Grams,,,80,,
1186,KMK3WA60ACZB,,,21.65,22.35,61.7,67.7,Center of Gravity,,,80,,
1187,K3WA60A,,,0.0,0.001,59.7,65.7,Inch Grams,,,80,,
1188,CWM9IF00AQTA,,,8.0,10.0,75.0,81.0,Swing Weight Points,,,80,,
1189,M9IF00A,,,0.0,0.001,73.0,79.0,Inch Grams,,,80,,
1190,CWX4IR00AT6A,42.0,56.0,8.5,10.5,75.0,81.0,Swing Weight Points,,,80,,
1191,X4IR00A,42.0,56.0,8.5,10.5,73.0,79.0,Swing Weight Points,286.0,296.0,80,186.69,251
1192,CWC9IF80ANDA,,,6.9,8.9,82.0,88.0,Swing Weight Points,,,80,,
1193,C9IF80A,,,6.9,8.9,82.0,88.0,Swing Weight Points,,,80,,
1194,KMFXIA95AF1A,,,19.925,20.675,69.0,75.0,Center of Gravity,280.0,290.0,80,158.75,201
1196,KMFXIA75AF1A,,,18.75,19.45,65.0,71.0,Center of Gravity,,,80,,
1197,FXIA75A ,,,0.0,0.001,63.0,69.0,Inch Grams,,,80,,
1198,KMFXIA60AF1A,,,17.95,18.65,61.0,67.0,Center of Gravity,,,80,,
1199,FXIA60A ,,,0.0,0.001,59.0,65.0,Inch Grams,,,80,,
1200,KMFXIR55AF1A,,,17.825,18.575,62.0,68.0,Center of Gravity,351.0,361.0,80,158.75,201
1202,KMFXIR60AF1A,,,18.15,18.85,64.0,70.0,Center of Gravity,,,80,,
1203,FXIR60A ,,,0.0,0.001,62.0,68.0,Inch Grams,,,80,,
1204,KMFXIR65AF1A,,,18.45,19.15,65.0,71.0,Center of Gravity,,,80,,
1205,FXIR65A ,,,0.0,0.001,63.0,69.0,Inch Grams,,,80,,
1206,KMFXIR70AF1A,,,18.65,19.35,66.0,72.0,Center of Gravity,,,80,,
1207,FXIR70A ,,,0.0,0.001,64.0,70.0,Inch Grams,,,80,,
1208,KMFXIR75AF1A,,,18.95,19.65,67.0,73.0,Center of Gravity,,,80,,
1209,FXIR75A ,,,0.0,0.001,65.0,71.0,Inch Grams,,,80,,
1210,KMFXIR80AF1A,,,19.25,19.95,69.0,75.0,Center of Gravity,,,80,,
1211,FXIR80A ,,,0.0,0.001,67.0,73.0,Inch Grams,,,80,,
1212,KMFXIR85AF1A,,,19.55,20.25,70.0,76.0,Center of Gravity,,,80,,
1213,FXIR85A ,,,0.0,0.001,68.0,74.0,Inch Grams,,,80,,
1214,KMFXIR90AF1A,,,19.75,20.45,71.0,77.0,Center of Gravity,,,80,,
1215,FXIR90A ,,,0.0,0.001,69.0,75.0,Inch Grams,,,80,,
1216,KMFXIR95AF1A,,,19.95,20.65,72.0,78.0,Center of Gravity,,,80,,
1217,FXIR95A ,,,0.0,0.001,70.0,76.0,Inch Grams,,,80,,
1218,KMFXIS95AF1A,,,19.25,19.95,77.0,83.0,Center of Gravity,,,80,,
1219,FXIS95A,,,0.0,0.001,75.0,81.0,Inch Grams,,,80,,
1220,KMFXIS90AF1A,,,18.95,19.65,76.0,82.0,Center of Gravity,,,80,,
1221,FXIS90A,,,0.0,0.001,74.0,80.0,Inch Grams,,,80,,
1222,KMFXIS85AF1A,,,18.75,19.45,75.0,81.0,Center of Gravity,,,80,,
1223,FXIS85A,,,0.0,0.001,73.0,79.0,Inch Grams,,,80,,
1224,KMFXIS80AF1A,,,18.55,19.25,73.0,79.0,Center of Gravity,,,80,,
1225,FXIS80A,,,0.0,0.001,72.0,78.0,Inch Grams,,,80,,
1226,KMFXIS75AF1A,,,18.25,18.95,72.0,78.0,Center of Gravity,,,80,,
1227,FXIS75A,,,0.0,0.001,69.0,75.0,Inch Grams,,,80,,
1228,KMFXIS70AF1A,,,18.05,18.75,71.0,77.0,Center of Gravity,,,80,,
1229,FXIS70A,,,0.0,0.001,69.0,75.0,Inch Grams,,,80,,
1230,KMFXIS65AF1A,,,17.85,18.55,70.0,76.0,Center of Gravity,,,80,,
1231,FXIS65A,,,0.0,0.001,68.0,74.0,Inch Grams,,,80,,
1232,KMFXIS60AF1A,,,17.55,18.25,68.0,74.0,Center of Gravity,,,80,,
1233,FXIS60A,,,0.0,0.001,67.0,73.0,Inch Grams,,,80,,
1234,KMFXIS55AF1A,,,17.225,17.975,68.0,74.0,Center of Gravity,366.0,376.0,80,158.75,201
1235,FXIS55A,,,17.225,17.975,66.0,72.0,Center of Gravity,366.0,376.0,80,158.75,201
1236,ASN5WL60APVA,149.0,161.0,0.0,0.001,52.0,61.0,Inch Grams,212.0,218.0,80,158.75,201
1237,N5WL60A,149.0,161.0,0.0,0.001,50.0,56.0,Inch Grams,212.0,218.0,80,158.75,201
1238,CWX4IR70AZCA,39.0,53.0,5.5,7.5,69.0,75.0,Swing Weight Points,,,80,,
1239,X4IR70A,39.0,53.0,5.5,7.5,67.0,73.0,Swing Weight Points,310.0,320.0,80,186.69,297
1240,ASP4WA60APVA,127.0,143.0,0.0,0.001,44.0,53.0,Inch Grams,216.0,224.0,80,158.75,201
1241,P4WA60A,127.0,143.0,0.0,0.001,42.0,48.0,Inch Grams,216.0,224.0,80,158.75,201
1242,ASP4WL60AZMA,139.0,155.0,0.0,0.001,44.0,52.0,Inch Grams,201.0,209.0,80,158.75,201
1243,P4WL60A,139.0,155.0,0.0,0.001,42.0,48.0,Inch Grams,201.0,209.0,80,158.75,201
1244,ASN7WS60AZMA,111.0,123.0,0.0,0.001,72.0,80.0,Inch Grams,252.0,258.0,80,158.75,201
1245,N7WS60A,111.0,123.0,0.0,0.001,70.0,76.0,Inch Grams,252.0,258.0,80,158.75,201
1246,CWM9IR85AQTA,,,6.4,8.4,72.0,78.0,Swing Weight Points,,,80,,
1247,M9IR85A,,,6.4,8.4,72.0,78.0,Swing Weight Points,,,80,,
1248,ASB8IS20AZMA,45.0,55.0,0.0,0.001,77.5,85.5,Inch Grams,272.0,278.0,80,158.75,235
1249,B8IS20A,45.0,55.0,0.0,0.001,75.5,81.5,Inch Grams,272.0,278.0,80,158.75,235
1250,AKN4WA60AZMA,,,0.0,0.001,43.0,51.0,Inch Grams,,,80,,
1252,AKN4WL60APVA,,,0.0,0.001,43.0,51.0,Inch Grams,,,80,,
1254,CWM9IR75AQTA,,,5.4,7.4,70.0,76.0,Swing Weight Points,,,80,,
1255,M9IR75A,,,5.4,7.4,70.0,76.0,Swing Weight Points,,,80,,
1256,CWM9IR95AQTA,,,7.4,9.4,74.0,80.0,Swing Weight Points,,,80,,
1257,M9IR95A,,,7.4,9.4,74.0,80.0,Swing Weight Points,,,80,,
1258,AS7VWX60ANVA,73.0,83.0,0.0,0.001,70.0,78.0,Inch Grams,272.0,278.0,80,158.75,201
1259,"7VWX60A",73.0,83.0,0.0,0.001,68.0,74.0,Inch Grams,272.0,278.0,80,158.75,201
1260,CWC9IF05ANDA,,,9.1,11.1,83.5,89.5,Swing Weight Points,,,80,,
1261,C9IF05A,,,9.1,10.1,83.5,89.5,Swing Weight Points,,,80,,
1262,CWC9IUL00AF5A,,,5.3,6.3,44.0,50.0,Swing Weight Points,,,80,,
1263,C9IUL00A,,,5.3,6.3,44.0,50.0,Swing Weight Points,,,80,,
1264,CWC9IUL95AF5A,,,5.2,6.2,43.5,49.5,Swing Weight Points,,,80,,
1265,C9IUL95A,,,5.2,6.2,43.5,49.5,Swing Weight Points,,,80,,
1266,CWC9IUL90AF5A,,,5.0,6.0,43.0,49.0,Swing Weight Points,,,80,,
1267,C9IUL90A,,,5.0,6.0,43.0,49.0,Swing Weight Points,,,80,,
1268,CWC9IUL85AF5A,,,4.7,5.7,42.0,48.0,Swing Weight Points,,,80,,
1269,C9IUL85A,,,4.7,5.7,42.0,48.0,Swing Weight Points,,,80,,
1270,CWC9IUL80AF5A,,,4.4,5.4,41.5,47.5,Swing Weight Points,,,80,,
1271,C9IUL80A,,,4.4,5.4,41.5,47.5,Swing Weight Points,,,80,,
1272,CWC9IUL75AF5A,,,4.1,5.1,41.0,47.0,Swing Weight Points,,,80,,
1273,C9IUL75A,,,4.1,5.1,41.0,47.0,Swing Weight Points,,,80,,
1274,CWC9IUL70AF5A,,,3.8,4.8,40.5,46.5,Swing Weight Points,,,80,,
1275,C9IUL70A,,,3.8,4.8,40.5,46.5,Swing Weight Points,,,80,,
1276,CWC9IUL65AF5A,,,3.6,4.6,40.0,46.0,Swing Weight Points,,,80,,
1277,C9IUL65A,,,3.6,4.6,40.0,46.0,Swing Weight Points,,,80,,
1278,CWC9IUL60AF5A,,,3.3,4.3,40.0,45.0,Swing Weight Points,,,80,,
1279,C9IUL60A,,,3.3,4.3,40.0,45.0,Swing Weight Points,,,80,,
1280,CWHDWUL50BT6A,126.0,136.0,9.0,11.0,52.0,58.0,Swing Weight Points,,,80,,
1281,HDWUL50B,,,9.0,11.0,52.0,58.0,Swing Weight Points,,,80,,
1282,CWHDWUL50AQWA,126.0,136.0,9.5,11.5,52.0,58.0,Swing Weight Points,,,80,,
1283,HDWUL50A,126.0,136.0,9.5,11.5,50.0,56.0,Swing Weight Points,,,80,,
1284,CWC9IF00ANDA,,,8.7,10.7,82.5,88.5,Swing Weight Points,,,80,,
1285,C9IF00A,,,8.7,10.7,82.5,88.5,Swing Weight Points,,,80,,
1286,ASB8IX20AZMA,42.0,52.0,0.0,0.001,79.0,87.0,Inch Grams,287.0,293.0,80,158.75,235
1287,B8IX20A,42.0,52.0,0.0,0.001,77.0,83.0,Inch Grams,287.0,293.0,80,158.75,235
1288,AS7XWR60AXXA,122.0,134.0,0.0,0.001,66.0,74.0,Inch Grams,244.0,250.0,80,158.75,201
1289,"7XWR60A",122.0,134.0,0.0,0.001,64.0,70.0,Inch Grams,244.0,250.0,80,158.75,201
1290,AS6XWS60AXXA,111.0,121.0,0.0,0.001,59.0,67.0,Inch Grams,260.0,266.0,80,158.75,201
1291,"6XWS60A",111.0,121.0,0.0,0.001,57.0,63.0,Inch Grams,260.0,266.0,80,158.75,201
1292,AS7XWS60AXXA,113.0,123.0,0.0,0.001,67.0,75.0,Inch Grams,259.0,265.0,80,158.75,201
1293,"7XWS60A",113.0,123.0,0.0,0.001,65.0,71.0,Inch Grams,259.0,265.0,80,158.75,201
1294,CWC9IF95ANDA,,,8.7,10.7,82.0,88.0,Swing Weight Points,,,80,,
1295,C9IF95A,,,8.7,10.7,82.0,88.0,Swing Weight Points,,,80,,
1296,AS6XWX60AXXA,101.0,111.0,0.0,0.001,60.0,68.0,Inch Grams,275.0,281.0,80,158.75,201
1297,"6XWX60A",101.0,111.0,0.0,0.001,58.0,64.0,Inch Grams,275.0,281.0,80,158.75,201
1298,CWC9IF90AT6A,,,8.2,10.1,81.0,87.0,Swing Weight Points,,,80,,
1299,C9IF90AT6A,,,8.2,10.1,81.0,87.0,Swing Weight Points,,,80,,
1300,AS9PWX60AT3A,,,0.0,0.001,90.0,98.0,Inch Grams,,,80,,
1301,"9PWX60A",,,0.0,0.001,90.0,98.0,Inch Grams,,,80,,
1302,ASAEWA60AX3A,,,0.0,0.001,60.0,68.0,Inch Grams,,,80,,
1303,AEWA60A,,,0.0,0.001,60.0,68.0,Inch Grams,,,80,,
1304,ASAEWS60AX3A,,,0.0,0.001,62.0,70.0,Inch Grams,,,80,,
1305,AEWS60A,,,0.0,0.001,62.0,70.0,Inch Grams,,,80,,
1306,BMHJIA00AJ2A,,,0.0,0.001,70.0,80.0,Inch Grams,,,80,,
1307,HJIA00A,,,0.0,0.001,70.0,80.0,Inch Grams,,,80,,
1308,BMHJIR00AJ2A,,,0.0,0.001,70.0,80.0,Inch Grams,,,80,,
1309,HJIR00A,,,0.0,0.001,70.0,80.0,Inch Grams,,,80,,
1310,BMHJIS00AJ2A,,,0.0,0.001,72.0,82.0,Inch Grams,,,80,,
1311,HJIS00A,,,0.0,0.001,72.0,82.0,Inch Grams,,,80,,
1312,AS8XWR60AXXA,,,0.0,0.001,79.0,87.0,Inch Grams,,,80,,
1313,"8XWR60A",,,0.0,0.001,79.0,87.0,Inch Grams,,,80,,
1314,AS8XWS60AXXA,115.0,125.0,0.0,0.001,79.0,87.0,Inch Grams,257.0,263.0,80,158.75,201
1315,"8XWS60A",115.0,125.0,0.0,0.001,77.0,83.0,Inch Grams,257.0,263.0,80,158.75,201
1316,AS8XWX60AXXA,105.0,115.0,0.0,0.001,81.0,89.0,Inch Grams,272.0,278.0,80,158.75,201
1317,"8XWX60A",105.0,115.0,0.0,0.001,79.0,85.0,Inch Grams,272.0,278.0,80,158.75,201
1318,AS6VWX60ANVA,78.0,88.0,0.0,0.001,61.0,69.0,Inch Grams,272.0,278.0,80,158.75,201
1319,"6VWX60A",78.0,88.0,0.0,0.001,59.0,65.0,Inch Grams,272.0,278.0,80,158.75,201
1320,AS8VWS60ANVA,81.0,91.0,0.0,0.001,79.0,87.0,Inch Grams,,,80,,
1321,"8VWS60A",,,0.0,0.001,79.0,87.0,Inch Grams,,,80,,
1322,AS6XWR60AXXA,120.0,132.0,10.0,10.001,58.0,66.0,Center of Gravity,245.0,251.0,80,158.75,201
1323,"6XWR60A",120.0,132.0,10.0,10.001,56.0,62.0,Center of Gravity,245.0,251.0,80,158.75,201
1324,CWX4IR85AF5A,40.0,54.0,6.9,8.9,72.0,78.0,Swing Weight Points,299.0,309.0,80,186.69,270
1325,X4IR85A,40.0,54.0,6.9,8.9,70.0,76.0,Swing Weight Points,299.0,309.0,80,186.69,270
1326,CWC9IR05ANDA,,,8.1,10.1,72.0,78.0,Swing Weight Points,,,80,,
1327,C9IR05A,,,8.1,10.1,72.0,78.0,Swing Weight Points,,,80,,
1328,CWX4IS95AF5A,39.0,53.0,9.3,10.3,85.0,91.0,Swing Weight Points,,,80,,
1329,X4IS95A,,,0.0,0.001,83.0,89.0,Inch Grams,,,80,,
1330,ASN4WA60APVA,132.0,148.0,0.0,0.001,43.0,52.0,Inch Grams,216.0,224.0,80,158.75,201
1331,N4WA60A,132.0,148.0,0.0,0.001,41.0,47.0,Inch Grams,216.0,224.0,80,158.75,201
1332,ASN4WL60AZMA,144.0,160.0,0.0,0.001,43.0,52.0,Inch Grams,201.0,209.0,80,158.75,201
1333,N4WL60A,144.0,160.0,0.0,0.001,41.0,47.0,Inch Grams,201.0,209.0,80,158.75,201
1334,CWS3WF50AURA,97.0,111.0,12.0,14.0,75.0,81.0,Swing Weight Points,,,80,,
1335,S3WF50A,97.0,111.0,12.0,14.0,72.0,78.0,Swing Weight Points,,,80,,
1336,CWM9IF05AQTA,,,8.5,10.5,76.0,82.0,Swing Weight Points,,,80,,
1337,M9IF05A,,,0.0,0.001,76.0,82.0,Inch Grams,,,80,,
1338,AS7XWX60AXXA,100.0,110.0,0.0,0.001,68.0,76.0,Inch Grams,274.0,280.0,80,158.75,201
1339,"7XWX60A",100.0,110.0,0.0,0.001,66.0,72.0,Inch Grams,274.0,280.0,80,158.75,201
1340,AS7VWS60AXXA,82.0,92.0,0.0,0.001,69.0,77.0,Inch Grams,,,80,,
1341,"7VWS60A",,,0.0,0.001,69.0,77.0,Inch Grams,,,80,,
1342,AS8VWX60ANVA,72.0,82.0,0.0,0.001,83.0,91.0,Inch Grams,272.0,278.0,80,158.75,201
1343,"8VWX60A",72.0,82.0,0.0,0.001,81.0,87.0,Inch Grams,272.0,278.0,80,158.75,201
1344,CWX4IR05AF5A,42.0,56.0,8.9,10.9,76.0,82.0,Swing Weight Points,282.0,292.0,80,186.69,246
1345,X4IR05A,42.0,56.0,8.9,10.9,74.0,80.0,Swing Weight Points,282.0,292.0,80,186.69,246
1346,CWX4IR10AF5A,43.0,57.0,9.6,11.6,77.0,83.0,Swing Weight Points,280.0,290.0,80,186.69,240
1347,X4IR10A,43.0,57.0,9.6,11.6,75.0,81.0,Swing Weight Points,280.0,290.0,80,186.69,240
1348,ASN5WS60APVA,112.0,124.0,0.0,0.001,54.0,63.0,Inch Grams,252.0,258.0,80,158.75,201
1349,N5WS60A,112.0,124.0,0.0,0.001,52.0,58.0,Inch Grams,252.0,258.0,80,158.75,201
1350,CWM9IR65AQTA,39.0,53.0,4.6,6.6,68.0,74.0,Swing Weight Points,,,80,,
1351,M9IR65A,68.0,74.0,4.6,6.6,68.0,74.0,Swing Weight Points,,,80,,
1352,AS7YWR60AXXA,,,0.0,0.001,67.0,75.0,Inch Grams,,,80,,
1353,"7YWR60A",126.0,138.0,0.0,0.001,67.0,75.0,Inch Grams,244.0,250.0,80,158.75,201
1354,AS6YWR60AXXA,116.0,128.0,0.0,1.0,60.0,68.0,Inch Grams,245.0,251.0,80,158.75,201
1355,"6YWR60A",116.0,128.0,0.0,1.0,58.0,64.0,Inch Grams,245.0,251.0,80,158.75,201
