"ID","Number","Flex_LL","Flex_UL","SW_LL","SW_UL","SW_Wt_LL","SW_Wt_UL","SW_Meas_Type","Freq_LL","Freq_UL","Freq_Std","Freq_BSL","Freq_Wt"
6418,ASM7HS20ACGA,,,0.0,0.001,79.5,85.5,Inch Grams,277.0,283.0,80,158.75,235
6419,ASM7HX20ACGA,,,0.0,0.001,80.0,86.0,Inch Grams,292.0,298.0,80,158.75,235
6420,R4WR60A,120.0,130.0,0.0,0.001,57.0,63.0,Inch Grams,247.0,253.0,80,158.75,201
6421,R4WS60A,107.0,117.0,0.0,0.001,59.0,65.0,Inch Grams,262.0,268.0,80,158.75,201
6422,R4WX60A,97.0,107.0,0.0,0.001,58.0,64.0,Inch Grams,277.0,283.0,80,158.75,201
6423,R5WR60A,128.0,138.0,0.0,0.001,57.0,63.0,Inch Grams,247.0,253.0,80,158.75,201
6424,R5WS60A,113.0,123.0,0.0,0.001,59.0,65.0,Inch Grams,262.0,268.0,80,158.75,201
6425,R5WX60A,102.0,112.0,0.0,0.001,58.0,64.0,Inch Grams,277.0,283.0,80,158.75,201
6426,R8WR60A,135.0,145.0,0.0,0.001,56.0,62.0,Inch Grams,247.0,253.0,80,158.75,201
6427,R8WS60A,,,0.0,0.001,58.0,64.0,Inch Grams,262.0,268.0,80,158.75,201
6428,R8WX60A,,,0.0,0.001,59.0,65.0,Inch Grams,277.0,283.0,80,158.75,201
6429,MRJLHR20AKGA,85.0,95.0,0.0,0.001,76.5,82.5,Inch Grams,257.0,263.0,77,177.8,285
6430,MRJLHS20AKGA,78.0,88.0,0.0,0.001,79.5,85.5,Inch Grams,272.0,278.0,77,177.8,285
6431,MRJLHX20AKGA,70.0,80.0,0.0,0.001,82.5,88.5,Inch Grams,287.0,293.0,77,177.8,285
6432,MRJKHA20AKGA,98.0,108.0,0.0,0.001,63.5,69.5,Inch Grams,237.0,243.0,77,177.8,285
6433,ASVNWL50ACUA,121.92,137.16,0.0,0.001,62.0,72.0,Inch Grams,,,,,
6434,RRWX60A,,,0.0,0.001,66.0,72.0,Inch Grams,265.0,271.0,80,158.75,201
6435,ASRRWX60AKPA,,,0.0,0.001,69.5,75.5,Inch Grams,265.0,271.0,80,158.75,201
6436,RUIX85A,88.0,94.0,0.0,0.001,109.0,115.0,Inch Grams,313.0,319.0,80,158.75,251
6437,RUIX90A,90.0,96.0,0.0,0.001,110.0,116.0,Inch Grams,310.0,316.0,80,158.75,246
6438,RUIX95A,92.0,98.0,0.0,0.001,110.0,116.0,Inch Grams,307.0,313.0,80,158.75,240
6439,Q4WR60A,,,0.0,0.001,50.0,56.0,Inch Grams,247.0,253.0,80,158.75,201
6440,Q4WS60A,107.0,117.0,0.0,0.001,48.5,54.5,Inch Grams,262.0,268.0,80,158.75,201
6441,Q4WX60A,97.0,107.0,0.0,0.001,51.0,57.0,Inch Grams,277.0,283.0,80,158.75,201
6443,Q5WS60A,112.0,122.0,0.0,0.001,48.5,54.5,Inch Grams,262.0,268.0,80,158.75,201
6444,Q8WS60A,122.0,132.0,0.0,0.001,47.0,53.0,Inch Grams,262.0,268.0,80,158.75,201
6445,JLWA40A,135.0,145.0,0.0,0.001,61.0,67.0,Inch Grams,260.0,266.0,77,177.8,196
6446,JLWR40A,117.0,127.0,0.0,0.001,64.0,70.0,Inch Grams,275.0,281.0,77,177.8,196
6447,JLWS40A,106.0,116.0,0.0,0.001,67.0,73.0,Inch Grams,290.0,296.0,77,177.8,196
6448,JLWX40A,96.0,106.0,0.0,0.001,70.0,76.0,Inch Grams,305.0,311.0,77,177.8,196
6449,AT021B,,,,,,,,,,,,
6450,JLIA20A,101.0,111.0,0.0,0.001,55.0,61.0,Inch Grams,237.0,243.0,77,177.8,285
6451,JLIR20A,86.0,96.0,0.0,0.001,65.0,71.0,Inch Grams,253.0,259.0,77,177.8,285
6452,JLIS20A,83.0,93.0,0.0,0.001,77.0,83.0,Inch Grams,269.0,275.0,77,177.8,285
6453,Q5WR60A,125.0,135.0,0.0,0.001,49.0,55.0,Inch Grams,247.0,253.0,80,158.75,201
6454,Q5WX60A,,,0.0,0.001,50.0,56.0,Inch Grams,277.0,283.0,80,158.75,201
6455,Q8WR60A,135.0,145.0,0.0,0.001,47.5,53.5,Inch Grams,247.0,253.0,80,158.75,201
6456,Q8WX60A,110.0,120.0,0.0,0.001,48.5,54.5,Inch Grams,277.0,283.0,80,158.75,201
6457,MRJLWA40AKGA,135.0,145.0,0.0,0.001,64.5,70.5,Inch Grams,260.0,266.0,77,177.8,196
6458,MRJLWR40AKGA,117.0,127.0,0.0,0.001,67.5,73.5,Inch Grams,275.0,281.0,77,177.8,196
6459,MRJLWS40AKGA,106.0,116.0,0.0,0.001,70.5,76.5,Inch Grams,290.0,296.0,77,177.8,196
6460,MRJLWX60AKGA,96.0,106.0,0.0,0.001,73.5,79.5,Inch Grams,305.0,311.0,77,177.8,196
6461,CWHKIR20ADPA,40.0,54.0,8.8,10.8,61.5,67.5,Swing Weight Points,273.0,283.0,80,186.69,246
6462,CWHKIS20ADPA,35.0,49.0,9.0,11.0,63.0,69.0,Swing Weight Points,286.0,296.0,80,186.69,246
6463,ASR4WR60ATCA,120.0,130.0,0.0,0.001,61.0,67.0,Inch Grams,247.0,253.0,80,158.75,201
6464,ASR4WS60ATCA,107.0,117.0,0.0,0.001,63.0,69.0,Inch Grams,262.0,268.0,80,158.75,201
6465,ASR4WX60ATCA,97.0,107.0,0.0,0.001,62.0,68.0,Inch Grams,277.0,283.0,80,158.75,201
6466,ASR5WR60ATBA,128.0,138.0,0.0,0.001,60.0,66.0,Inch Grams,247.0,253.0,80,158.75,201
6467,ASR5WS60ATBA,113.0,123.0,0.0,0.001,63.0,69.0,Inch Grams,262.0,268.0,80,158.75,201
6468,ASR5WX60ATBA,102.0,112.0,0.0,0.001,62.0,68.0,Inch Grams,277.0,283.0,80,158.75,201
6469,ASR8WR60ATAA,,,0.0,0.001,60.0,66.0,Inch Grams,247.0,253.0,80,158.75,201
6470,ASR8WS60ATAA,,,0.0,0.001,63.0,69.0,Inch Grams,262.0,268.0,80,158.75,201
6471,ASR8WX60ATAA,,,0.0,0.001,63.0,69.0,Inch Grams,277.0,283.0,80,158.75,201
6472,RNWA60A,,,0.0,0.001,59.5,65.5,Inch Grams,232.0,238.0,80,158.75,201
6473,ASRNWA60AJPA,,,0.0,0.001,63.5,69.5,Inch Grams,232.0,238.0,80,158.75,201
6474,CXRNWR60AMRA,,,0.0,0.001,62.0,68.0,Inch Grams,247.0,253.0,80,158.75,201
6475,CXRNWS60AMRA,,,0.0,0.001,63.0,69.0,Inch Grams,262.0,268.0,80,158.75,201
6476,CXRNWX60AMRA,,,0.0,0.001,65.0,71.0,Inch Grams,277.0,283.0,80,158.75,201
6477,CXRKWR60AMRA,,,0.0,0.001,66.0,72.0,Inch Grams,247.0,253.0,80,158.75,201
6478,CXRKWS60AMRA,,,0.0,0.001,69.5,75.5,Inch Grams,262.0,268.0,80,158.75,201
6479,CXRKWX60AMRA,,,0.0,0.001,69.5,75.5,Inch Grams,277.0,283.0,80,158.75,201
6480,ASQ4WR60ATCA,,,0.0,0.001,54.0,60.0,Inch Grams,247.0,253.0,80,158.75,201
6481,ASQ4WS60ATCA,,,0.0,0.001,52.5,58.5,Inch Grams,262.0,268.0,80,158.75,201
6482,ASQ4WX60ATCA,,,0.0,0.001,55.0,61.0,Inch Grams,277.0,283.0,80,158.75,201
6483,ASQ5WS60ATBA,,,0.0,0.001,52.5,58.5,Inch Grams,262.0,268.0,80,158.75,201
6484,ASQ8WS60ATAA,122.0,132.0,0.0,0.001,51.0,57.0,Inch Grams,262.0,268.0,80,158.75,201
6485,S6WR60A,130.0,140.0,0.0,0.001,59.0,65.0,Inch Grams,247.0,253.0,80,158.75,201
6486,S6WS60A,115.0,125.0,0.0,0.001,60.0,66.0,Inch Grams,262.0,268.0,80,158.75,201
6487,S6WX60A,107.0,117.0,0.0,0.001,63.0,69.0,Inch Grams,277.0,283.0,80,158.75,201
6488,S7WR60A,126.0,136.0,0.0,0.001,65.0,71.0,Inch Grams,247.0,253.0,80,158.75,201
6489,S7WS60A,116.0,126.0,0.0,0.001,68.5,74.5,Inch Grams,262.0,268.0,80,158.75,201
6490,S7WX60A,106.0,116.0,0.0,0.001,69.5,75.5,Inch Grams,277.0,283.0,80,158.75,201
6491,BCWA50A,143.0,157.0,6.0,8.0,37.0,43.0,Swing Weight Points,231.0,237.0,77,186.69,201
6492,BCWL50A,154.0,168.0,5.9,7.9,36.0,42.0,Swing Weight Points,221.0,227.0,77,186.69,201
6493,BCWR50A,133.0,147.0,6.2,8.2,38.0,44.0,Swing Weight Points,241.0,247.0,77,186.69,201
6494,BCWS50A,124.0,138.0,6.4,8.4,40.0,46.0,Swing Weight Points,255.0,261.0,77,186.69,201
6495,ASS6WR60ACGA,130.0,140.0,0.0,0.001,62.0,68.0,Inch Grams,247.0,253.0,80,158.75,201
6496,ASS6WS60ACGA,115.0,125.0,0.0,0.001,63.0,69.0,Inch Grams,262.0,268.0,80,158.75,201
6497,ASS6WX60ACGA,107.0,117.0,0.0,0.001,66.0,72.0,Inch Grams,277.0,283.0,80,158.75,201
6498,ASS7WR60ACGA,126.0,136.0,0.0,0.001,68.0,74.0,Inch Grams,247.0,253.0,80,158.75,201
6499,ASS7WS60ACGA,116.0,126.0,0.0,0.001,71.5,77.5,Inch Grams,262.0,268.0,80,158.75,201
6500,ASS7WX60ACGA,106.0,116.0,0.0,0.001,72.5,78.5,Inch Grams,277.0,283.0,80,158.75,201
6501,MRJLIA20AKGA,101.0,111.0,0.0,0.001,58.5,64.5,Inch Grams,237.0,243.0,77,177.8,285
6502,MRJLIR20AKGA,86.0,96.0,0.0,0.001,68.5,74.5,Inch Grams,253.0,259.0,77,177.8,285
6503,MRJLIS20AKGA,83.0,93.0,0.0,0.001,80.5,86.5,Inch Grams,269.0,275.0,77,177.8,285
6504,"7LWR60A",126.0,136.0,0.0,0.001,67.5,73.5,Inch Grams,247.0,253.0,80,158.75,201
6505,"7LWS60A",117.0,127.0,0.0,0.001,67.0,73.0,Inch Grams,262.0,268.0,80,158.75,201
6506,"7LWX60A",106.0,116.0,0.0,0.001,68.5,74.5,Inch Grams,277.0,283.0,80,158.75,201
6507,"6LWR60A",125.0,135.0,0.0,0.001,54.0,60.0,Inch Grams,247.0,253.0,80,158.75,201
6508,"6LWS60A",115.0,125.0,0.0,0.001,55.5,61.5,Inch Grams,262.0,268.0,80,158.75,201
6509,"6LWX60A",109.0,119.0,0.0,0.001,55.5,61.5,Inch Grams,277.0,283.0,80,158.75,201
6510,"7LHR20A",115.0,125.0,0.0,0.001,83.5,89.5,Inch Grams,267.0,273.0,80,158.75,235
6511,"7LHS20A",110.0,120.0,0.0,0.001,84.0,90.0,Inch Grams,282.0,288.0,80,158.75,235
6512,"7LHX20A",100.0,110.0,0.0,0.001,84.0,90.0,Inch Grams,297.0,303.0,80,158.75,235
6513,S8WX60A,,,0.0,0.001,77.5,83.5,Inch Grams,277.0,283.0,80,158.75,201
6514,ASS8WX60ACGA,,,0.0,0.001,80.5,86.5,Inch Grams,277.0,283.0,80,158.75,201
6515,RUIS95A,99.0,105.0,0.0,0.001,107.0,113.0,Inch Grams,297.0,303.0,80,158.75,240
6516,RUIS90A,97.0,103.0,0.0,0.001,107.0,113.0,Inch Grams,299.0,305.0,80,158.75,246
6517,RUIS85A,95.0,101.0,0.0,0.001,106.0,112.0,Inch Grams,301.0,307.0,80,158.75,251
6518,RUIS80A,93.0,99.0,0.0,0.001,107.0,113.0,Inch Grams,305.0,311.0,80,158.75,257
6519,RUIS75A,91.0,97.0,0.0,0.001,106.0,112.0,Inch Grams,309.0,315.0,80,158.75,263
6520,RUIS70A,88.0,94.0,0.0,0.001,105.0,111.0,Inch Grams,313.0,319.0,80,158.75,270
6521,RUIS65A,85.0,91.0,0.0,0.001,106.0,112.0,Inch Grams,319.0,325.0,80,158.75,278
6522,RUIS60A,82.0,88.0,0.0,0.001,105.0,111.0,Inch Grams,325.0,331.0,80,158.75,285
6523,RUIS55A,79.0,85.0,0.0,0.001,105.0,111.0,Inch Grams,331.0,337.0,80,158.75,297
6524,ASQ8WR60ATAA,135.0,145.0,0.0,0.001,51.5,57.5,Inch Grams,247.0,253.0,80,158.75,201
6525,ASQ8WX60ATAA,110.0,120.0,0.0,0.001,52.5,58.5,Inch Grams,277.0,283.0,80,158.75,201
6526,ASQ5WR60ATBA,,,0.0,0.001,53.0,59.0,Inch Grams,247.0,253.0,80,158.75,201
6527,ASQ5WX60ATBA,,,0.0,0.001,54.0,60.0,Inch Grams,277.0,283.0,80,158.75,201
6528,NNWA60A,,,0.0,0.001,49.0,55.0,Inch Grams,237.0,243.0,80,158.75,201
6529,ASNNWA60APDA,,,0.0,0.001,52.0,58.0,Inch Grams,237.0,243.0,80,158.75,201
6530,NNWR60A,,,0.0,0.001,50.5,56.5,Inch Grams,249.0,255.0,80,158.75,201
6531,ASNNWR60APDA,,,0.0,0.001,53.5,59.5,Inch Grams,249.0,255.0,80,158.75,201
6532,AS7LWR60APDA,126.0,136.0,0.0,0.001,70.5,76.5,Inch Grams,247.0,253.0,80,158.75,201
6533,AS7LWX60APDA,106.0,116.0,0.0,0.001,71.5,77.5,Inch Grams,277.0,283.0,80,158.75,201
6534,AS7LWS60APDA,117.0,127.0,0.0,0.001,70.0,76.0,Inch Grams,262.0,268.0,80,158.75,201
6535,AS6LWR60APDA,125.0,135.0,0.0,0.001,57.0,63.0,Inch Grams,247.0,253.0,80,158.75,201
6536,AS6LWS60APDA,115.0,125.0,0.0,0.001,58.5,64.5,Inch Grams,262.0,268.0,80,158.75,201
6537,AS6LWX60APDA,109.0,119.0,0.0,0.001,58.5,64.5,Inch Grams,277.0,283.0,80,158.75,201
6538,ASN4WL60APDA,144.0,160.0,0.0,0.001,43.0,52.0,Inch Grams,201.0,209.0,80,158.75,201
6539,"6LWY60A",110.0,120.0,0.0,0.001,55.0,61.0,Inch Grams,277.0,283.0,80,158.75,201
6540,AT6LWY60APDA,,,0.0,0.001,58.0,64.0,Inch Grams,277.0,283.0,80,158.75,201
6541,NRWY60A,,,0.0,0.001,60.0,66.0,Inch Grams,279.0,285.0,80,158.75,201
6542,ATNRWY60APDA,,,0.0,0.001,63.0,69.0,Inch Grams,279.0,285.0,80,158.75,201
6543,"7LWY60A",106.0,116.0,0.0,0.001,66.5,72.5,Inch Grams,277.0,283.0,80,158.75,201
6544,AT7LWY60APDA,,,0.0,0.001,69.5,75.5,Inch Grams,277.0,283.0,80,158.75,201
6545,RBWS60A,,,0.0,0.001,48.0,54.0,Inch Grams,264.0,270.0,80,158.75,201
6546,RBWR60A,,,0.0,0.001,47.0,53.0,Inch Grams,249.0,255.0,80,158.75,201
6547,ASRBWS60AJPA,,,0.0,0.001,52.0,58.0,Inch Grams,264.0,270.0,80,158.75,201
6548,ASRBWR60AJPA,,,0.0,0.001,51.0,57.0,Inch Grams,249.0,255.0,80,158.75,201
6549,SJWR50A,,,18.5,22.5,46.5,50.5,Gram Swing Weight,,,,,
6550,SJWSR50A,,,19.1,23.1,49.0,53.0,Gram Swing Weight,,,,,
6551,SJWS50A,,,19.7,23.7,51.5,55.5,Gram Swing Weight,,,,,
6552,SJWX50A,,,20.4,26.4,54.0,58.0,Gram Swing Weight,,,,,
6553,AS7LHS20APDA,110.0,120.0,0.0,0.001,87.0,93.0,Inch Grams,282.0,288.0,80,158.75,235
6554,AS7LHR20APDA,115.0,125.0,0.0,0.001,86.5,92.5,Inch Grams,267.0,273.0,80,158.75,235
6555,AS7LHX20APDA,100.0,110.0,0.0,0.001,87.0,93.0,Inch Grams,297.0,303.0,80,158.75,235
6556,LKHA00A,43.0,59.0,18.9,19.69,46.5,52.5,Center of Gravity,260.0,268.0,80,158.75,201
6557,LKHR00A,38.0,54.0,18.7,19.49,51.5,57.5,Center of Gravity,277.0,285.0,80,158.75,201
6558,LKHS00A,35.0,51.0,18.43,19.21,57.5,63.5,Center of Gravity,295.0,303.0,80,158.75,201
6559,LKHTS00A,30.0,46.0,17.8,18.58,68.5,74.5,Center of Gravity,316.0,324.0,80,158.75,201
6560,LKWA45A,144.0,160.0,21.61,22.4,42.0,48.0,Center of Gravity,215.0,225.0,80,158.75,201
6561,LKWR45A,132.0,148.0,21.5,22.28,47.5,53.5,Center of Gravity,232.0,242.0,80,158.75,201
6562,LKWS45A,116.0,132.0,20.91,21.69,52.5,58.5,Center of Gravity,253.0,263.0,80,158.75,201
6563,LKWA60A,139.0,155.0,20.59,21.38,42.0,48.0,Center of Gravity,210.0,220.0,80,158.75,201
6564,LKWR60A,124.0,140.0,19.8,20.59,48.0,54.0,Center of Gravity,225.0,235.0,80,158.75,201
6565,LKWS60A,111.0,127.0,19.41,20.2,53.0,59.0,Center of Gravity,240.0,250.0,80,158.75,201
6566,LKWTS60A,104.0,120.0,18.9,19.69,58.0,64.0,Center of Gravity,265.0,275.0,80,158.75,201
6567,S8WS60A,,,0.0,0.001,78.0,84.0,Inch Grams,260.0,266.0,80,158.75,201
6568,ASS8WS60ACGA,,,0.0,0.001,81.0,87.0,Inch Grams,260.0,266.0,80,158.75,201
6569,MRJLWX40AKGA,96.0,106.0,0.0,0.001,73.5,79.5,Inch Grams,305.0,311.0,77,177.8,196
6570,MJWR60A,125.0,135.0,0.0,0.001,51.0,55.0,Inch Grams,252.0,258.0,77,177.8,196
6571,MJWS60A,113.0,123.0,0.0,0.001,53.0,57.0,Inch Grams,267.0,273.0,77,177.8,196
6572,MJWX60A,89.0,99.0,0.0,0.001,54.5,58.5,Inch Grams,282.0,288.0,77,177.8,196
6573,MJWTX60A,77.0,87.0,0.0,0.001,50.5,54.5,Inch Grams,289.0,295.0,77,177.8,196
6574,MKWR60A,125.0,135.0,0.0,0.001,57.0,61.0,Inch Grams,257.0,263.0,77,177.8,196
6575,MKWS60A,112.0,122.0,0.0,0.001,60.0,64.0,Inch Grams,272.0,278.0,77,177.8,196
6576,MKWX60A,86.0,96.0,0.0,0.001,62.5,66.5,Inch Grams,285.0,291.0,77,177.8,196
6577,MKWTX60A,84.0,94.0,0.0,0.001,61.0,65.0,Inch Grams,290.0,296.0,77,177.8,196
6578,MLWS60A,106.0,116.0,0.0,0.001,70.5,74.5,Inch Grams,272.0,278.0,77,177.8,196
6579,MLWX60A,85.0,95.0,0.0,0.001,72.5,76.5,Inch Grams,287.0,293.0,77,177.8,196
6580,MLWTX60A,81.0,91.0,0.0,0.001,68.5,72.5,Inch Grams,290.0,296.0,77,177.8,196
6581,MMWX60A,85.0,95.0,0.0,0.001,81.5,85.5,Inch Grams,287.0,293.0,77,177.8,196
6582,MMWTX60A,83.0,93.0,0.0,0.001,78.5,82.5,Inch Grams,290.0,296.0,77,177.8,196
6583,Q4WA60A,,,0.0,0.001,48.0,54.0,Inch Grams,232.0,238.0,80,158.75,201
6584,ASQ4WA60ATCA,,,0.0,0.001,52.0,58.0,Inch Grams,232.0,238.0,80,158.75,201
6585,Q5WA60A,,,0.0,0.001,47.5,53.5,Inch Grams,232.0,238.0,80,158.75,201
6586,ASQ5WA60ATBA,,,0.0,0.001,51.5,57.5,Inch Grams,232.0,238.0,80,158.75,201
6587,Q8WA60A,145.0,155.0,0.0,0.001,46.0,52.0,Inch Grams,232.0,238.0,80,158.75,201
6588,ASQ8WA60ATAA,145.0,155.0,0.0,0.001,50.0,56.0,Inch Grams,232.0,238.0,80,158.75,201
6589,LKWTS45A,109.0,125.0,19.61,20.39,63.0,69.0,Center of Gravity,267.0,277.0,80,158.75,201
6590,G8IR20B,45.0,51.0,0.0,0.001,76.0,82.0,Inch Grams,262.0,268.0,80,158.75,235
6591,RUIX80A,86.0,92.0,0.0,0.001,110.0,116.0,Inch Grams,318.0,324.0,80,158.75,257
6592,RUIX75A,84.0,90.0,0.0,0.001,109.0,115.0,Inch Grams,323.0,329.0,80,158.75,263
6593,RUIX70A,81.0,87.0,0.0,0.001,108.0,114.0,Inch Grams,328.0,334.0,80,158.75,270
6594,RUIX65A,78.0,84.0,0.0,0.001,109.0,115.0,Inch Grams,335.0,341.0,80,158.75,278
6595,RUIX60A,75.0,81.0,0.0,0.001,108.0,114.0,Inch Grams,342.0,348.0,80,158.75,285
6596,RUIX55A,72.0,78.0,0.0,0.001,108.0,114.0,Inch Grams,349.0,355.0,80,158.75,297
6597,MRMMWX60AKGA,85.0,95.0,0.0,0.001,84.0,90.0,Inch Grams,287.0,293.0,77,177.8,196
6598,MRMMWTX60AKGA,83.0,93.0,0.0,0.001,81.0,87.0,Inch Grams,290.0,296.0,77,177.8,196
6599,MRMLWS60AKGA,106.0,116.0,0.0,0.001,73.0,79.0,Inch Grams,272.0,278.0,77,177.8,196
6600,MRMLWX60AKGA,85.0,95.0,0.0,0.001,75.0,81.0,Inch Grams,287.0,293.0,77,177.8,196
6601,MRMLWTX60AKGA,81.0,91.0,0.0,0.001,71.0,77.0,Inch Grams,290.0,296.0,77,177.8,196
6602,MRMJWR60AKGA,125.0,135.0,0.0,0.001,53.5,59.5,Inch Grams,252.0,258.0,77,177.8,196
6603,MRMKWR60AKGA,125.0,135.0,0.0,0.001,59.5,65.5,Inch Grams,257.0,263.0,77,177.8,196
6604,MRMKWS60AKGA,112.0,122.0,0.0,0.001,62.5,68.5,Inch Grams,272.0,278.0,77,177.8,196
6605,MRMKWX60AKGA,86.0,96.0,0.0,0.001,65.0,71.0,Inch Grams,285.0,291.0,77,177.8,196
6606,MRMKWTX60AKGA,84.0,94.0,0.0,0.001,63.5,69.5,Inch Grams,290.0,296.0,77,177.8,196
6607,MRMJWS60AKGA,113.0,123.0,0.0,0.001,55.5,61.5,Inch Grams,267.0,273.0,77,177.8,196
6608,MRMJWX60AKGA,89.0,99.0,0.0,0.001,57.0,63.0,Inch Grams,282.0,288.0,77,177.8,196
6609,MRMJWTX60AKGA,77.0,87.0,0.0,0.001,53.0,59.0,Inch Grams,289.0,295.0,77,177.8,196
6610,KMLKHA00AKJA,43.0,59.0,18.9,19.69,49.0,55.0,Center of Gravity,260.0,268.0,80,158.75,201
6611,KMLKHR00AKJA,38.0,54.0,18.7,19.49,54.0,60.0,Center of Gravity,277.0,285.0,80,158.75,201
6612,KMLKHS00AKJA,35.0,51.0,18.43,19.21,60.0,66.0,Center of Gravity,295.0,303.0,80,158.75,201
6613,KMLKHTS00AKJA,30.0,46.0,17.8,18.58,71.0,77.0,Center of Gravity,316.0,324.0,80,158.75,201
6614,KMLKWA45AKJA,144.0,160.0,21.61,22.4,45.0,51.0,Center of Gravity,215.0,225.0,80,158.75,201
6615,KMLKWR45AKJA,132.0,148.0,21.5,22.28,50.5,56.5,Center of Gravity,232.0,242.0,80,158.75,201
6616,KMLKWS45AKJA,116.0,132.0,20.91,21.69,55.5,61.5,Center of Gravity,253.0,263.0,80,158.75,201
6617,KMLKWTS45AKJA,109.0,125.0,19.61,20.39,66.0,72.0,Center of Gravity,267.0,277.0,80,158.75,201
6618,KMLKWA60AKJA,139.0,155.0,20.59,21.38,45.0,51.0,Center of Gravity,210.0,220.0,80,158.75,201
6619,KMLKWR60AKJA,124.0,140.0,19.8,20.59,51.0,57.0,Center of Gravity,225.0,235.0,80,158.75,201
6620,KMLKWS60AKJA,111.0,127.0,19.41,20.2,56.0,62.0,Center of Gravity,240.0,250.0,80,158.75,201
6621,KMLKWTS60AKJA,104.0,120.0,18.9,19.69,61.0,67.0,Center of Gravity,265.0,275.0,80,158.75,201
6622,TMSFIS15AM2A,,,32.0,36.0,64.0,70.0,Gram Swing Weight,,,,,
6623,TMSFIS15AM2B,,,32.0,36.0,64.0,70.0,Gram Swing Weight,,,,,
6624,TMSFIR15AM2B,,,31.0,35.0,56.5,62.5,Gram Swing Weight,,,,,
6625,TMSFIR15AM2A,,,31.0,35.0,56.5,62.5,Gram Swing Weight,,,,,
6626,"7LHY20A",,,0.0,0.001,84.0,90.0,Inch Grams,297.0,303.0,80,158.75,235
6627,AT7LHY20APDA,,,0.0,0.001,87.0,93.0,Inch Grams,297.0,303.0,80,158.75,235
6628,BLWY60A,,,0.0,0.001,60.0,66.0,Inch Grams,282.0,288.0,80,158.75,201
6629,ATBLWY60AB6A,,,0.0,0.001,63.5,69.5,Inch Grams,282.0,288.0,80,158.75,201
6630,BMWY60A,,,0.0,0.001,69.0,75.0,Inch Grams,282.0,288.0,80,158.75,201
6631,ATBMWY60AB6A,,,0.0,0.001,72.5,78.5,Inch Grams,282.0,288.0,80,158.75,201
6632,BNWY60A,,,0.0,0.001,82.5,88.5,Inch Grams,282.0,288.0,80,158.75,201
6633,ATBNWY60AB6A,,,0.0,0.001,86.0,92.0,Inch Grams,282.0,288.0,80,158.75,201
6634,GLWY60A,,,0.0,0.001,61.0,67.0,Inch Grams,282.0,288.0,80,158.75,201
6635,ATGLWY60AG6A,,,0.0,0.001,64.5,70.5,Inch Grams,282.0,288.0,80,158.75,201
6636,GMWY60A,110.0,120.0,0.0,0.001,68.5,74.5,Inch Grams,282.0,288.0,80,158.75,201
6637,ATGMWY60AG6A,110.0,120.0,0.0,0.001,72.0,78.0,Inch Grams,282.0,288.0,80,158.75,201
6638,GNWY60A,,,0.0,0.001,81.5,87.5,Inch Grams,282.0,288.0,80,158.75,201
6639,ATGNWY60AG6A,,,0.0,0.001,85.0,91.0,Inch Grams,282.0,288.0,80,158.75,201
6640,AHHX20A,,,0.0,0.001,96.0,102.0,Inch Grams,292.0,298.0,80,158.75,235
6641,ASAHHX20ARPA,,,0.0,0.001,99.0,107.0,Inch Grams,292.0,298.0,80,158.75,235
6642,CW068-WL-3,153.0,167.0,7.6,9.6,45.0,49.0,Swing Weight Points,214.0,220.0,80,186.69,201
6643,CW068-WA-3,126.0,140.0,7.0,9.0,50.0,54.0,Swing Weight Points,251.0,257.0,80,186.69,201
6644,CW068-WR-3,121.0,135.0,7.1,9.1,53.0,57.0,Swing Weight Points,263.0,269.0,80,186.69,201
6645,CW068-WS-3,115.0,129.0,7.3,9.3,55.0,59.0,Swing Weight Points,272.0,278.0,80,186.69,201
6646,CW069-WR-3,117.0,131.0,7.9,9.9,61.0,65.0,Swing Weight Points,267.0,273.0,80,186.69,201
6647,CW069-WS-3,111.0,125.0,7.8,9.8,62.5,66.5,Swing Weight Points,276.0,282.0,80,186.69,201
6648,CW069-WX-3,107.0,121.0,8.3,10.3,64.0,68.0,Swing Weight Points,286.0,292.0,80,186.69,201
6649,CW069-WR-3A,117.0,131.0,7.9,9.9,63.0,69.0,Swing Weight Points,267.0,273.0,80,186.69,201
6650,CW069-WS-3A,111.0,125.0,7.8,9.8,64.5,70.5,Swing Weight Points,276.0,282.0,80,186.69,201
6651,CW069-WX-3A,107.0,121.0,8.3,10.3,66.0,72.0,Swing Weight Points,286.0,292.0,80,186.69,201
6652,CW068-WL-3A,153.0,167.0,7.6,9.6,47.0,53.0,Swing Weight Points,214.0,220.0,80,186.69,201
6653,CW068-WA-3A,126.0,140.0,7.0,9.0,52.0,58.0,Swing Weight Points,251.0,257.0,80,186.69,201
6654,CW068-WR-3A,121.0,135.0,7.1,9.1,55.0,61.0,Swing Weight Points,263.0,269.0,80,186.69,201
6655,CW068-WS-3A,115.0,129.0,7.3,9.3,57.0,63.0,Swing Weight Points,272.0,278.0,80,186.69,201
6656,MRMLWS60AKGB,106.0,116.0,0.0,0.001,73.0,79.0,Inch Grams,272.0,278.0,77,177.8,196
6657,MRMLWX60AKGB,85.0,95.0,0.0,0.001,75.0,81.0,Inch Grams,287.0,293.0,77,177.8,196
6658,MRMLWTX60AKGB,81.0,91.0,0.0,0.001,71.0,77.0,Inch Grams,290.0,296.0,77,177.8,196
